Opcode,SHA-256 Hash
stmdbne,d4184655dededad66576933015766df5409fc1cda22ab1bc23861916d9604975
ldmvs,08e780a8a0d30b1a69a16f52d9324eb1624a49e2962df3c3a3901de23844fc6c
sxtah,bbbcb508ecc28bacc791b224d9c287d201e143a843edfe794a69ab8b04aae152
strteq,3e47209d79e04cb3c276cceae64e16a2f12803ad7c7142aa9348a30cd9dda011
bvc,fd736e4fff2a024e7748b5b4e8bb8aa4036cbc9d03cd32817ca377a90b5c9b9f
udivlt,f00c0bbf1a4f4396f7623882b12843c119b0a8fe143c6230b4eff97f324075c9
mullt,8ff3215990db76b13a4a6755e008a7a92940c6a0ed3d326ff1d137aad86e5c5a
mulge,7f450fb276bf12eb7c3b4e5f8caa2f269da83a555e65827c7ba565fe550c316e
smladxcs,ea8b1138bbd70149638fefd3f8e83e56aa6acc16cb4ff4cdb4259abe3b09744e
cmnpl,990c89fb16ef23e2456f08fa24d9ad3b81453bb9b0b7530a12166f021c27a492
strhcs,1764976a79a73193024e8947f5c1f8f3c679524735430a0cba3700c7f41722e6
strtls,05610f5f4df348008d30aedcc16442e05a542eda11e83cf33eabf0fe6e9ffcac
strble,25e2b24b0d1262995cd8b0aa96965099ddff932bd245be77a0cde2585bb3755c
ubfxls,4e4662a4e29cbf94dd9820adcd898cce8140a6157af48b003a656db383fd1ad1
eorlt.w,6efd19f07cc72236dd09975d9b1408b1036fde2d58fb8dd1ffbeaae074768559
strblt,6be59a6410c978745334156523a272289b63f63718ebdbb8590e5e994b1d541d
ldrlt.w,9acdde04c96aaf89a41b31278b33e967d537e9c46b807772f536fa6fce2d6d16
ldrge.w,55b307cb65eab6514b263ad2fb63a1a6aeb2225af59fdf12df9d81066495fa50
ldrblt,88d76e4ee8092010f27a9cb5634bcac86a7e65dd1a8105f45d18d99c370d7d96
ldrbge,47a86529334e9aebb587c2a098d9c8f08b39e55df616233e3ee60976aecb370b
ornne,046dc3bee961300fe6d9cbc49d9e8b35d284c5e33cb725d4c53bb146909b8379
andge.w,09e278221ae569020e635111209b0bbc28c4a089761e5f43713041eb51c99568
mvnls.w,5ca51be99c4dffeb3e60b9bbd537794392363c7f30e2f919520e4412097ecf10
mulhi,3cd2ce70f302fd47146dac31ae8db3e2d69bc987491d167f340d862196645b73
vnmulhi.f32,9a5b2b4c508686895261e4002d3881ee3b16bffc3285e4e5b964167661b1c5c9
vcvthi.s32.f32,a5041fc746025b76c4012f8148827a845157f3b2fd373e52b34aa75ec62a8b95
eorvc,dfd2d3e1723196d5597854e47d6bfeeb8bbb00b40c57b4bcb2ad4c71fdf7ac0b
strtcc,b86cffa62f6dce0c3640decb453ad338bffae72655eff976aa0962277c04124f
lslne.w,b3dfd48114b4537e93a567c8bf224fa9d1819efc84cea8ec54e26314422317ac
lsrs.w,946eb9b1096ae34778565417c9eba3829b4e731ef62ff64e91e94073daff2afc
stclne,6097447a734ef2e40e01d4b9989804de0fc624287ca1851dc2e22026ca648644
smlawteq,12f68dcc877c1370e18ce65cf22bfb7ebe8acc100290d87192f391aefa8e4327
lsrls.w,3ac454bb2bda87e3b9dbb8e5a69c774ceec8e35a8970253f1cbcfb9ebb694c5e
andls.w,ee6c11b203ab129884cecac50558580977def7f25af4750675ed9c31f7e58bae
andls,e076c5d7183f63b08b99e06f583f5e4ee32a01b4799dc6600431b600506798ac
mvnne,a086d863d9846356fcf601c256a0bd2d4ccb7b5b627a096736cd832886c8e0cc
udivne,b4d2588b33a9a9ecaef0e681a12cea5b39811290e7ab5b1a0820d97f26ba7426
mvncs,910b18c9baaa3e5eeba0f5da8f4fa70721a6225dc392032b4e3c9b4f0b9b2c1a
orrcc.w,836104e9bcfb10c029595d731d8dca03694c8978d5559676acfb3b120a15ac00
lslhi,1a5fdf62a0ba2c5c90432c2218adaf4038aa825d6ef75cd31fc4b6f5af6968dd
cpsie,a8a1e4d9b049e902085a97c8b1f651f9356312799e30ed5bc8284667e9209049
lslpl,e8f74dbbf1a5b0c4fc6165d2d74a21812e9ce2d0958b5ad7f1c377c8ee29b0b2
andpl,95b9ea2505fa4fa82d809b083b61e4d2f0c7d07d718a9b2ed7becfe753e22249
rscspl,4ca423aa82be2c63a61d01914d32b2819da65edbe399bff3f0ba037e2ad5ffb8
andshi,a336fa3261f285166206159e4639be2b8a6d5f9083765e14cee6b4b5031d4852
ldrshthi,7f00b13cdb6bad31c46da34fc2c400c35528a3b7a3edafe596bf360aca2b1868
subne.w,2a3552d402ecfc4d803f2c5056f237c7d3e9fbd20b2e33c04a4a4831defb021c
teqcs,70535fe9eb2dd75c3a4338d2bcfda629a13e97d441dbda1ec2ef6f776699d179
sbccs,d109b5711a3eca81fb7e3cfc403f7f26ae6f40ad4b4784722fe5e6022257fe86
stcpl,26648eabab74b0ea2a662f46fc1a9914c9d3e2abb18328e3df2fd6617e8e2adb
ldmeq,606340795e27702cee963f7aed4d7f1ca167d4725dcf99b5dbc28afeb1d0f3df
rsbcc,944c3f63f723b2030208624c70de973f971e7c1c436e827f4d625f975595dbe9
andcs.w,2ce3e80d93b8ccb7062983ca4d281f201ba535e6d66255045a86c2abf6b78fac
lslcc.w,f75501bcd8dbe2d0d1f6385241f9ab0f38f7e4622282fd48627ed830ae5be525
lsrcc.w,ece7d2f8297e335db06c69d59de69bb27beae4ff19bd38ed35fb9057f6d38725
lsrcs,00cf33e514c8ae2e5bf362256ffabdaeeacb9a3140754d5a3ca7deccabae9bef
orrcc,e1f4c7a65d41a47268665a690f07d8fd742ea709b4cf9df67a85d4653d08767b
ldfccs,71e9c4bbe79d1d045a773af488442e0ab1fb8519c5d9578f7097f330d7ba187a
andvc,d207cee5b2f84b5044487020729a71452449f76a0f20557edea8572b916d7ec3
vstrcc,162e11e865282035e30ee6d0e36805aa516566a24d8c9dd83eb2b4e61033ce33
lfmlt,e2d4d9bff9d795f415e2af203aedaa643dc900b4981ed809dd2b1f3174f1434c
stfltp,f1c4d8c97d6c644631a135f0257c2eead05b6586d28745fc289ba7ece2fdeeca
vnmlscc.f16,0c69c44399f855a0f119e1bf10ef548097609790ba724688fbff74c9084344a9
vrintrcc.f64,af26bde2b11687faec7d3be43d172502b4bd02b0e44e429d6ccb3c918eefe4b2
stcmi,badbf7f724da13ffefc205f7475f191ef9ab8710e874ba2faf32be4d5365a4c9
ldrshmi,3b017a934516dee7ac645516ad92c02c546603d76f9f78c81f536f57337e1804
stmdahi,1af6884df1540a42313ea7a915f9895320d29686b2702d0c657d5af8010f0fbb
smlawblt,0b87cace87bb587856801029d86582f4906da881c36a577d4d27160ce54a06b4
mrrcls,f0290d7073669fcefdb19ee6f9b324d6ebcf433c3aed2e1c7973b0bc476c82b6
stclvs,127853365847830e284c84ff0a7f550c8336d40ef2a17b269215f6fc6ae003d5
stflts,f7c357798edacb95fe52f9cfcbe4d4f805abc28c89a14028d307ab029c7cdab4
vmlacc.f32,da99375a3e14b36fa268ddbda609d9602d1c1679a0756d78c296ace22944282e
andsgt,33ee37bc0c9a149c3c870cd65d9f525ff6b601fbee110147120a8a16a0e6a203
vmovcc.u8,edeb9352151e23104f70e8ec9ca668e335f2b9ec0c52db601132c35946941d72
ldrbcc,a7a171a7b3a0b0474956ec39160959838f8dc0911afe9dff3af572cd7f545405
ldfltd,1bdf730d7a48e314d1e3162e8492579f57c086f529d09e4bd0ae07fde28c2278
addshi,fc7397857dadc65a205fb28a191e0fb7c417b1438a6ca427ac1cc9fc82a8ecdf
stmibne,db08f27edb3b8a42c45ab5d4332829022bc02a956e15ff02c58b04eb17c71b1b
vstmdb,002bc7f2a494c7ac2a94ca1a012467be682ba1c55f6d9f0135ac5f77a0e4d724
vmovge,de9c2b439821413a6c86bdb1ba825df287208be40dee227de5b2041492ab2ea0
vcvtge.f32.s32,adac6428efbb4f74feed09f3a4d3b729622e584fc6c28062b59431da3b073295
vmovlt.f32,6dc237435e33b720bd4d6abea666ea31b71e2b0e059a17c81cbc79191abd0ca4
stmibcc,a06e0a6bca515085c7b9f6f8b40969dc0824ab70eb42dcaa2e2d8e8e43613b90
ldrbtcs,98b3149c2d8e0cb590c768e99a20dc55c3441ed5dd6fdcecfd22880f44f33a6c
sbcsge,f6708d727a18c44b65c6eeaf992f22d64cc06bc5f0121008b36eff2d22f6fd0c
stclcs,355fce01a9388575f6d65329747c48f469326840595f734c5717784be7497a6d
sbcspl,5e21ed5463fe95d1af1a6847505b4376fcaf777e229e6170efb8ccc7b0db32ef
mcr2,4f8654807a2f4fcb7df7d7701be371a9fa79dda180f8a9d8651fefe17148afd2
mrc2,855737333f6853d3bfe93a0edd978361b712f5ab6ca60237b1177d3329822a01
sfmeq,88ae0b0e4c4a10dbc3e093ea1542b1929f38147e7fef71d3020ac12f234a8243
sfmhi,a0bb8fda026d72831f350a80937ed2200bf5675e1fe99017c81621f3fe203972
addwge,37c29ccf027996d5e80a6753c1b66bfecdbce2a7bdb61cd78b7dba57ad6dd5e5
addwlt,8e8c308a07ac5411811985f5286709ce24edb097cf75ee86a7b9de2953eabd74
mvnhi.w,ed32c92fe01e1921ac3582ce5ea1e3e31ae1168fe868dd9a96d787c01055eff4
vneglt.f64,c4eb02fcc683ff7af08f158785030f15b92bc7d603aea0ece9b9d5fb0185c27a
rsbne,30c2cd8dc484ec0e054d844271f041c754d724bf2eb87bdf422a0863083f842e
bicge.w,dc6025a4936ccd436084b58eab246c55c25e581cae0749e4d7bf58a4d54d76d2
uxthmi,aa649248ea897a7e3170662b851dd86f4eeb0f504f36d2e0aae7a813dbd9d975
ldcmi,eec3fc6c25d258f24c94c28eca1cb10bf8a6b010e052acb982fac9e373029c29
mlale,f00f878a49ec5c78b0a3b10d3b27b1aedfd4b88edeeeee10321319992885516f
mlagt,d60c54aadfcf44bad1b8847aaa613b52450e2b07f7e3fa636c68131b12849440
mulle.w,8a474903c72f3a4db4e5f216777c2a587bbf3fb3e9237b5cd2abecd039be00d5
stcvc,f18cb2ecef04769ba3053f79f8f9e6e20a907e68c3d795feba82d547b636bd6d
lslle.w,7554323f6ffa067aa850413bd2ca0e3529237103f142e7a4e6c53b032ebe7a6e
vmulpl.f64,2565b9a99869f62cb9d785c352faeb0e84a89781b68603d5c789fa3070eec5b4
ldcvc,0edee96cd15538dc78793569d1f9370b51c59b0222d6e7e301ba0f036781698b
addwgt,271dbdbd3cfe4e21f96493a96ac21afb7dc75623af39b509a1c285965860cdab
lsrgt.w,c9cc66cfad0b646d1cc2710c5a207d2d14b6b7b873bfa981a7b02152164c7fdf
lsrle.w,74e36551129edffab399a3332d694df78953ffb2bd8477ff2ac2817ff5dd5060
subcc.w,d77511031d7459ecfe4267c6817fdb99c0ae8119ad5cbae2b40ff48bcb1f3c38
vmovle,092daff789e32f2bfb101809ce0e1224a47e5da1fc7dd41b56c7df7c936e6d9e
strhlt,657f71018988c687f768efa94fc43ca6cd51bb54874d05c804dd3bfec23f1a4e
stmiagt,8a4a8f7d947f998cfec24095853b0691759445a746c573f344c99af4b9fc81ab
ldrsbmi,14abcf4be0a08305a2bec3708729ff755749b21abf8126f69316f2f974d18391
ldmdble,50673be1f6a6e1d2d7c864b039f05ab48cf12897045f52bfba29b929dcf0c464
sbcshi,53d537932aa8ed0151075da7fc4ef2367aa41f63c2007d25d2b4c102e5f85d7f
ble,d3617d90a5fb8f64e0835668721fdd0eeb013a1a741df95b1c065abc07c7ecfb
stmible,8a733c93993fcc30e15ac0ede007934b6b12ecf88fd697247b40a13ba2a8bd5d
smlsdxeq,f54e992822a26f3e86456a5d684fa8ec6927cf18ec4a298a494c45ff2a0e20f8
ldrdvs,6d0472e04a96ff71ac606c1e7ef82430b1fd520670948ab80a0e09a6655f6d75
mrseq,6cc1b6fb01aecfb25dd7a843767f82f47c0e2903877e4965a2663eb11665dffa
ldmdbvs,863b1fbcd7601995475f38e56c5f91b234510b988bc945a145e89cb3ee9c8216
strtvc,44208bcc562e53008ebce4dec9be730f0600535bd345acefcc3b2f9590392705
cfstr32vs,9a054e062f5a20f2f854f120915a1de696152212cdfcbba638970daf9ec75779
ldrbtvc,a4890bbf4d470e4c081eed04fda9bfe34048c3a5d65f67124ad7fd630d9138e4
ldrbvs,3a567e90e6b02ea2c1e71658fab5a3b15909a486728a645fc177fc2fc86816a1
strbtvs,2662665a205304d978f93fb65ea4d4ef4f28a657ae247ef8d499b4f9094dde84
mcrvs,3d3a913f1b7825c9d92b121df17386b8b5a81cedcf908bf910b8f4174fe6495a
cdpvs,151486c5f28b7b84a0f12c7cb5b15b9769a3be3e0eebdb960f7af8ca7ef30767
strbvs,def9435a953c983550c2e46c8dba20c5673fa8853bd382fd9ef383b6e41456de
rsbsvc,ac918c93c8ca01c1935cae45e173d92b6f6f209f6d3c74582587213e390d7b71
ldmdavc,368f00a737f4778a47a1578d268c7a893f5a82d3d348ce1ac028b6877ec076bc
stfmie,26251e96d1239bfd5aac39ab70f013f465cbf126b0a0d1c38e2b1381d8d6fefd
ldclmi,e735726226f45a49b50928abab5af87b3777880632d1fed5215076710b5dc9c5
movwvc,ee551faf70140777b905db8047f317d933620349adf3ba0f49246388406c86ba
smcvs,73102cdd42d09b83bc89dfb0e9a20029105083eddd6fd47bf0104acec3bfe750
powvsez,e5b30e41de6121b6847470855f6fbb2430e9e75e9844cd3c4b8170431e83aabc
cfstrdvs,a67385cbe513aad797e5c62b056c3e752c187d86eb21ba2661b1b1376689932a
ldmdbvc,aae59a5f2a4f5a1d4d1518e9cc0f004cc8892ac511e2a5b67a221b0167d66848
mrrcvs,0548623a71e876cf3747080be4a3aac17b3800f47dc8377059672c91d06ef55d
vmlavs.f32,39f6734a2afdc26d66bdaeabc5a4490b6c31f53591d0c4f20ee6de1e978f44d2
cfldrdvs,8f084bfb32c9f56afd566c09fc3754e2268f0859c03c31f5e13667d531dd64f8
mcrmi,0c847a5303d8cc01882ec88138dba42d178501d649e4c5d3e8b94618c5af84bb
stfvse,be9da0eb8ae4a576eb57b8d40a71a9f9b64cd28d6b24ed93a2dbbac5dd868c74
sfmvs,093d6f08f2681a9100c41d67ed58f0e8e56957de363bb6660d98e2ce6f7e1fa2
mrrcmi,37691248258b8cc2b66165793439902bb8d905189031a8f23bf464c8f7e1d90b
subscs,1896af5896a320c73db6ccfca56d56366cee466cd57901fbced80188191b193d
ldmdami,6a3c5fcc78be9dffc74f14da457c3ea17747295d9a78f77ffe3c57d751004655
ldfvse,5b93e970f5ace2cee612b4f7044b889cc60a37050d586b69f039e63a0918b70a
lfmmi,006b212405db35c8d78ed156c49b3b01a7756335c965318d99090b6cc2846d17
ldrtvs,545167ab12fa627e5dfc993f57289d89071458c934b8b6b133b55c56b95557c2
movtcc,4361c10ad7cdb196062560a8d86a2854af26714b4c575a15b59f0933c61d3d3a
cfstr32mi,717189ce43bdb0571b733d9eb2a41fe388f01064a2815401119b505c18882e2b
cfldr64cs,9eb10ee5ea6ac33f93a2ca4f2ff161d49640ffdd9ffee0b4b23572cc8bf734af
ldrbtpl,0d006546690e258356ff63b9a8d8cc27f96ed29266ad7ee68424d8af82f2c50b
cfldrdcs,cb33ac4a66ae8b79cf5eef3a1ee351437d2b4d5d5ec086b9949561d9a0367b27
subsvs,25251ac42521c852be54c975178d4ce9138737a5c1c15b715c9277d9058fbd7c
strtpl,568083b7da9207ca54fd3950c57014329abe1bce93200b82b87739fdefa0d4ec
movtvs,a4c2689c5639c7f9fc5f699f36e989f61c66c561bebfba190e2d498aed535edc
ldclcs,aac00a71fca22cb72bb9a995e5d88094787adb7fd609859eea6c6add059f8e72
ldfcse,1d6881cb0ce4ba77b9c6ae25a041c26c47b3911f226651a72dcb9ce67adc0fa1
mrrccs,74ec9fcbba979027e40babaa3035e2e6dde267de1c46fe0f1441983efd823739
hvcmi,7616414f110b5252f62f72d4c9123b292ea969d830f1540a4421982f3f81af00
eorpl,8feeb0a8517c2a6ca6c732e8bccc0aa94fb882ef087b441326da311e4acde029
vstmdbvs,c4a54284a27186fccef71067dd4a798fa5e7368e894c82b0e78589a30e09193f
cfstr64mi,86c209e12e8aa5e71c679ba9b627656a906820f4ef3d9c1bc03ad4864be79a88
cfstrdmi,ccfb8771db506918064e47cb034a1d46e3e36f6812ab5206f959f36c14509ffd
strvs,4203a1c3ecf48b72d7b5802ab8d685e207c16d29e1fee4a98288d617a44ba675
subvc,7be0746f772b15de6e8749de971bd3a173441ba1cd808c8fff96ae9e8c12c801
ldfcss,9d0677273d94cd2a16cad4cab2991f76147d177b913b4a407fd82515401e01fd
smlsldpl,944f764df578ab026e26fc45303fd79eb769d161676f809c4f63d65a096d89b2
cfstr64cs,12e62c46264f134ef0cdd87076832197d81194408d0db81239e62c2c4cad5796
cfstr64vs,5129410835ac8f3ad8710477a38eec7ff4b1d0441900a7b8ee1b4cc841101f30
smlaldxcc,ea8f5cf8b44de62d4cceed4a2c2748dfcb1db713cab17fce760d932d7a048cb2
mcrrcs,66073a0048c6224ac0bff51b229cc1e7d3dc59600be2b7df2cd555016b8b3ab2
subsvc,e8a89ac8be2c6c8aa895a3470d46951feb73f46004a2f3e73cd081f854794bb1
stmdbvc,322068b9db39bd76e6c209c9e48c6cb78e321a1f8930fae920cc955baf809a19
lfmcs,b5aa020599f3e901b8d3391ad42d2a64069ba5ab2b8fa7d89edaa4a94d94c915
cfldrscs,fbd343d33dcad4cd244b9d8207ceb887c924093e1445245553e85a9a6afee551
stfcse,dc1a76cd2222cc3417df2721abbd46ea07f2e414df44be1c106db791bd6a1b0e
cfldr64vs,e4cc6a9adf93fe59dc1728651ba492129973dd262842d7eb45dce8dbf7120209
qsub16mi,e327f7634712d61c8e22ee30f596c87a2ccd3174dbc27c0c0d1f3f84ede227b4
uhsub16vc,d0519a5121a19d65636de893d3102160dd12356fdd4b77d9b57e907435c7806f
mcrrvs,2cf880e41f5e45b7dabc22bef404ca77d79428c170b0b2e9eb62b7eecd4d62b3
stmdavc,828e19a4b7bd518ebd0b5b12dd0141fe7f65f7f6cb3cb45bbf7fe3f7d43ac7c9
vstmdbmi,28ff756ad23d34103925133c328442dc5c02545b8d0db3e47d7621e056ba9166
smlsldxmi,778aff718f0388f8b0ac85426257e85db2cb45111ba4680f3d5a45823a778d8d
stcvs,5db5edb817b3b2e3b00abf6f53777fd4b38b9babc7a2962d2f522627291255e0
sfmcs,34b9896c3e63ae0d44338f01f32b43a7ba150434c9217954ede7c3fec62f3020
vpushcs,d2fd6df35ef518c6203ca26fba79fe5886c7080f575a604e3d1fd8a55e2cf86b
cfstrsvs,759b740cd996ef0e862d88a6b8fb3a99a3af3dbcb26aad5a71f75c66786b2779
rsbspl,affff44d867e8e34c6431f11fed63922efdfabaa52cee6cb7b543c79e1f96fdf
stmdbpl,34e4bbf5fa93bc646bc75291f9f017f49a70b1defb2d668b092157f1d85db423
hvcvs,cc99f8f30b95799a87f357bcae8a929607d3df31a5d691d073634ff40cc23821
ldrbtvs,25a8724ca01ea857e8296fa3f226af9b9485d86fd1b2f4aaf1fc3485b49de18c
cfstrsmi,44f2173c423471c6367cc6624286f7c2993b9d155c8fc33ae1045da0483cffca
smlsldvs,9d69071db1028d01809187b2be73036dc92cce695493b0c2639214132f3108da
vmulvs.f16,b0c6ec29f7724c509d2589748db90c0e065d0d53099ffd07fd30d4f6d046d8b3
vnmlsmi.f16,5e66bfc440ee0fcdc0931bb382f2f29969793dcaf709d96e3c8a819a192b3c7f
mrcvs,5884fb9e580a7ab96e5c274059a55c05dd8fd9a53158a91a7901fce19a64c941
cfldr32cs,001142db5ab888181e7412e6530ecfb250e84f293af2b88f2b6fecffbb97344a
stfmis,5cc8f1e83722233285c450b1521417474f344a834c90bf902a303f0449e656da
cfstrdcs,6d15a7b5a74db4ecd0c1b4d103e6330dd221f30e36283a45748a2ad0acf19a6f
rsbsvs,e1c72c77e4de306a87609b09c1912c6d6d716175953220045845cda74d074bd8
ldrtvc,9e7eb1c985bb7ef68ef24b866448cbb04ab866c0f3c7d2e61845532b2b43bb2e
fstmdbxcs,5d99571f5bde532ec69e950562fbe77a05db7768bd08272d8ad8603a38fe9316
stfcss,eb5f5ca511215377558db3b703fa98411d2f36d561aa9905048876bc21439ce6
smlsldmi,b9324dd2c71fe7307b680964cbb3d0836d1af1c9ea8c7226a3467c567d13c74b
vmlale.f16,42872202f3cd83036d9c2e0b03e03da595a9b70b41cfa24c9821c7a7fa6c63f8
mcrle,1db75daee7b6214321dc00bc2726824b1e009f3857ec18f9699620f5548d136b
vfmsl.f16,ea908b8d956a78b6657bb6be520ae305f430627192b71dd7dbbcd6664d834a3c
svcle,3519965b3fd4f900947e6a3364f3f49abf4da26fc0a369874e23b7c9b0bd40f8
smladvc,aa97d15e3797c2ea76837b99513e48064d9e271d9a87c2fe64946f6bec564b7e
vqrshl.u8,e819b6d119f4270aaca4deb132c4e06478c7bed3ea87a0ee1955503e5f875d3b
cdple,ccb330e76a57469092000d8795bf7ade70b986ec53ba6f86e9f6f24653d7a4be
mrcle,c2d1ce3e64a623cafcce5d53e8ceea60fa2ce0e1d1182cc52a425741f960b86a
mcrpl,e74da250c2dcf2e97522eaf15ca8b733937497d734ec7ba536647a61b7f479b1
bls,65f28fd3b80d27f2b00c3d3823d115daae287408aafc342cdebc102a0fbeafe9
ldrdle,8ca48464bcc00845111b569bd04d2539f3464961768bc9594e0d2ecf161e8715
stmdble,5e68a2c50e73bb5ab6d2c8ff7adac70aa50b4708c7f283872be4b899d90ec8e3
andle,9389494a9b8d4cae35c831314a5026f614e7dfa42fc1c3eb2063a4ec10bb71dc
smlattne,cd4db7d12024ee8f63d7b88d67d9d1b79d66ad17ce9bed93dbf7bf2fa33664c6
blvc,79bcfd492d44ffed6ae14f3d163a698988878c1c29a95bde885d963b4383bb49
vst3.<illegal,338d76ad28933721529228f5b41880f2b8382fe32082730b3268fecc451b5f6e
rsc,cfc6520ad8b4d90bb1a88c228dd39e40a748fe253fdbef4b47ad5304a48341c6
rscs,18c16018d88209f4a25e8ee139ab85ff246b57d3bd257d5760928ff6ceba034e
cfsh32vc,9cc6190ed072e5b030fecc2e3bdc281fd0239d6ffee4c166c1c2e673f3ff2362
cfstr32lt,24b26b2cc5bccafaf260a19fe3183fb8d8be3e4dc6b5ab9988a0fd52bf113f2b
cfsh32ls,37a8d65d625eaef04edbef1368bebdb741b8871bc4dcd74017333ee33eeeacbd
cfstr32ge,bc6f0441ba7d7b7dfba9a66ea3bb03b5bf8596b6e2287173216625dd9c1a0d74
rdfcse,081e5ce5a7b77e82baed7da05a5e112efdef80febe267ee277ff34a6f56445ac
eor,132fd06e8459805525d93beca9bcd326605705032f9cee4a48fb1fd7dccd00ec
cfstr32hi,10aeb33966f1ebda33497fe6f2dc1c62a6938b63f4a8d7146769fbb53c650d63
usatne,8114e9336a5cafd3cb19ce64187ee764354f9fd164197d7ca350a97b082c551a
rdfcss,4d494462f0f7190d0b650ee45d0ca27798cfd0712e6fa58952bc07a94668645b
smlattge,ffe02acf5453757a4988f07214e82df9e97c13d59680396fc04a7019fb169155
cfsh32le,9752f594e7b4ebe27180667e253aeeedeae2b5b2f898125ce185bb5e75658247
cfstr32,49928a037bfb1dae47779bc01bcf4776bd8c3348038861ff36bb1ff22428f294
usat,ca0b395e9b9fd84d8b75c146a71f38cdfac6aa9b1d3ff435403a9587be64297e
smlad,4a7db020b643bf5d705d8faf297907999b30f90a10eed689a2840ded01f8358a
smlald,051cf03d70b1ec2454bfad5f0557d8ace611017e2df2e8f8aeb401cd0cfe46f9
smmla,3f7964f06a4b45af8715faac99dfd18841f859e8578cb201106b443b772e386a
cfsh32cc,1efc76fce374ce5ba229c888200311d02c9970740b5f749aded8173ab86f92e3
cfsh32mi,7ce59eec304c8ffdc7d6381123e1a943d414c34ea7d4f919425ff016b97e79c9
ldm,259a44a1b024b29afd445b97f59e3b8c9f3af58246f136ce3fa52883ba9f35b3
cmnne,e98a3cd2575e0f39f58a4d92079dc9755b332ed1dd4fcff4838bf2102d2e7335
stmdbgt,2c67631dcb20144443bd2a5ea533741aab791fc5b441e2831abd2c45f9fc6473
stmib,027fb29cb487e36570a2a8a0cc83005095f6f8363d48d36b8577a0005b358364
vmin.u8,1b8bf15abebc83e0dd9e7aed2636d607794dc3758d112891c8c155d8d8b3c58e
cfstr32vc,463e376ddf1b740bd2469a31eb894c2ef66e3287dbab62dc509ef5b4e6acc4e9
cfldr64,9bc033ecb2b4c832635b816c5203068815c309093deb2d9eb2af42684ae6e947
stcle,9d91c53db4ebe750c3a3529a4bc6b80636e7ed63ff70dd6e7bd4c8e66ddd340e
mrc,e64f94d5c8f4b6080d2487b24bf5ade2337a4d28016cc4bf6014efb0d0f77ef4
mcr,7e2e180f65aee2c750dd560e6ed1592a3b9f1e000fc6ac39a3e076f86b49fdb3
strbtcc,c931dd7915e9c8838d5d755741b7b3fc3a6a054136df66a6945a55143a7a30b2
stc2,dcb764748c302187e6f115382dabacbd1bf12200a201a2529aacbbf980afcd7e
stcls,ff14f13c51226842a934ce295e64bcfb0e3d74355d4bb197b626c52678a628c8
strdvc,31f16c0eb8a1a90c3d616cf2232d96940ddc016f887cbcf435e41d81195374dc
movwlt,aeb44868172827ae6eab460c55472e4bd1f23cca2da330ddbccb2d8f8659aac3
mcrhi,a2768300e5da97605bad91ab37ae26c50cefc0a6ccce398e7e306f958e88503a
vtst.<illegal,100244935014dac464b08071c8b4689e9eda24c54612c81a900aef1d7d23774e
addscs,31da6ebd3bf9da378838372a6b3f26d85550ccba5d5a9b4f3cb28a80ff235275
stmdage,86c7d10a6b51752f056978269411be88ef880e863d8da6640a6eec808724e87c
vmlal.s8,a1f58b36a184b72989723bbe31c241141a472a987bc4e1cddcfc608d18056d62
vshrn.i16,d93af858bcd6392d823e5b959cbeed1f2e75deef8b4a98935cc6d31f8f87f10c
vpmin.u8,6aa807da2d93ec8f817300ac1258d4dc1d9224559e9e2d36b6c0fa1416592dc4
vceq.i8,b982040e6711b0a7ac72f33850c38f0ebb5f2c83439f3626b0c65ad73a1d883c
vceq.i16,3d416ce738703b94e8ca29b595c3c67e403acf5b6464600b66280e67d39abf68
vqshrun.s16,a1134b7afc69cd7112533ef75674a53c4d07f2d22aa1addfc6f07bdcb25e235f
stmdbls,53691bdbe1a7740afe5538d036ca6b09e23772d58733af2f8df40a1b056fcbea
cfstr32eq,831b6a08afc6246b72994efef0c8acbdaa5a2ca43776991faa0d8a40e3e9ec95
vst2.32,7057fa02bd9350ebe528e943f12f8a48207d98d279b6097e248d948f1442339d
vst2.8,8aa232c0a30ffca4773ce95b0e864ba01d188d12c98ec9ad87ada0810ab210d5
vld2.8,af61957a1ad835c167308f9a238bfe3be63c7d86248d2e6f6a512b3036ad1dc2
ldmcs,fc9505b8c6a9a4ecec86263a76acad3842e791fb3c0451455aa004a1911af311
stmdale,751a3e06d01534bc9b14cc31f17b7b604807ad148c2ea645858e79c9fbb9eee7
mcrls,00bb37470c777a8a246aedb3b7afe5a2fbc5ba040625e65b4afbd55084cd56fb
cdppl,16e0676485c88ee6e0258b916844b5ddd38abe9e044cab06b5b2cafde8bac85d
movwvs,6d8d05bfead2fe939e8128103ddac6aa3bd32ebda763a077ff982f5f35c7694b
sufcse,e0e1be4eba4a1af05ff823198f0e4f074d0ddea6c9b62e8cdab7a038198be3ec
movwhi,8c94cfbc1248d4f9ab7dfe5acc13340007e3ed65dad5482f84f2de3c0c5daacc
strdle,93f2dd9b55b86d73306cbc6ad0c8c506122c1be7bbae4dd0827e3cb244298ae5
strdge,20a1ff0d647b74703346e2e8a0a2b631983de3391a7703e36ad0b89f4855bd44
ldrtge,64ced81b9f1f72f87df29f5f5305682f8621284ff0086a987ef5928bec2dfced
stmdalt,a2b2af10e5c5a738874ab7e6c3777cf8a035324b3a3bb7d2bbd8fa411256fa13
